tweets,type
اللهم امين يا رب العالمين,1
حاول أن لا تتحدث كثيرا عندما تغضب وسيطر على كلماتك,2
بتدور الايام وتعود على قلبي انا ادري ان الغريب يحن لدياره,1
عيد ميلاد سعيد,2
هذا الشخص يجعلني أشعر بقيمة الإنسان وعظمة الإنسان,2
يجب ان تصبح عادة و غ نبقاو متبعينها اختي عائشة الى ان تصبح عبادة حنا المغاربة معروف علينا نقدسو بحال هاد المسائل,1
لا آريد منك الجسد آريد منك الحياة والحلم معك لا آريد منك آن تتزيني بالمساحيق بل تزيني بالكتب ولا آريدك آن تكوني نصفي الآخر بل كوني آنا وآنت بروح واحد,1
تا هو الله يجيب,1
الله المستعان,2
ظهر الفساد في البر و البحر الله يلطف بنا,0
رسالة تختصر ألف شعور,2
جيش الاحتلال الصهيوني يتهم قوات إيرانية في بإطلاق صواريخ على عدة مواقع الكيان الصهيوني,0
هو فصراحة صعيب تكوني مرا وتعيشي فديك لبلاد,1
مجتمع ذكوري سيداته النساء من اجمل ما قرأت,2
كل من هناك همه مصلحته و ان كانت على حساب الوطن و ابناءه شردمة من الناهبين,0
بالصحة,2
أرح سمعك مع هذه التلاوة العطرة,2
يقلب ومايستسلمش و غادي يلقا ان شاء الله,2
واخا مداير حتى ذنب المرض كايكون ابتلاء كيغفر الله فيه الخطايا السابقة واللاحقة طهورا إن شاء الله,2
ماشي بزاف,2
بالتوفيق,2
جميع المغاربة عارفين هاد الهضرة لكن كلشي ساكت شخصيا ركبت في تران ديال المغرب مرة وحدة و كان الروطار ساعتين و أنا كنتشمش في المحمدية كن ضربتها رجل كون وصلت حلفت لا ركبت فيهم مزال,0
بكل فرح و شرف لنا وان شاء الله يكمل على الجميع بكل خير و يسر و فرح,2
دوم يارب,2
إنت مثل الصبح بس أجمل,2
سبحانك اللهم وبحمدك استغفرك واتوب اليك,2
دائما الباب مفتوح ف وجهكم,2
زوينين عندي سبعة,2
ان بعض الظن اثم يا حسان,1
الصيف صيف تحياتي ليكم حبابي ابن جرير,2
ريالية و افتخر و نعلي راسي الفوق,2
الله يرحموا,2
حزن عظيم مسني,0
الوداد يا معذبهم,2
لقد تم حل المشكل و عادت المياه الى مجاريها اكثر صفاء,2
الله يشفيه شفاء لا يغادر سقما ولا ألما,2
الله ينجينا من العنصرية ختي,2
حين غفل المسلمون عن الاسلام سلط الله عليهم عدوهم ولن ينتصروا عليه قبل أن يرجعوا إلى الإسلام,0
غتكوني درتي علاش,1
واقيلة الاسهل هو نعرفو لي ماشي ولد الناس ديك الساعة غانستنتجو تعريف ولد الناس نديرو داكشي ديال الماط,2
كلام فارغ,0
كلما اتسعت الرؤية ضاقت العبارة,1
لاتهجر قلبك اسقيه دائما بالقرآن,2
مبرووك و بالتوفيق مستقبلا,2
سلاما على من أحبنا بعيوبنا قبل محاسننا,2
ربكم أعلم بما في نفوسكم,1
هادشي فتسعينات فاش كانت تتجي الساعة الاضافية ف شتا,1
امين شكرا,2
لقطة من جنازة شخص فقير سنة يتيم متزوج من دون اولاد تبا لاصحاب المصالح تبا لضمائر الناس تبا لمن يعبدون الدرهم ادعو له بالرحمة و المغفرة,0
أراد أن يكذب و لم يعرف,0
برافو عليك,2
الانفلات الامني بسلا ولى تيخلع شكون المسؤول على المصائب,0
صباحكم أمل وبياض قلوب,2
رفع الشعارات السياسية في الحج حرام شرعا وخيانة وطنية,0
معمرهم غايفهموا هادشي مادام كاينة فئة كتعتبر راسها حسن من الكل,0
كن بالحياة انسان بسيط متواضع حتى وإذ تكون مظلوما ولا تتعالى على خلق الله ذلك لتكسب رضا الخالق والمخلوق وتتدخل الجنه خالدا فيها,2
انا من صنعت لحروفه الكلمات و القصيدة والقصة,1
الله يرفع عنها الضرر والباس ويلبسها ثوب الصحة والقوة ان شاء الله كلشي غيدوز على خير,2
حدراف كيسالي معايا في التصاريح ديالو,1
جمعة مباركة,2
اسبانبا ضيف شرف النسخة لمعرض الكتاب و النشر,1
من الظلم غير العدل مقارنة الصغير بالكبير,0
المغرب ينسحب من التحالف المشؤوم الذي يقتل في نساء و أطفال اليمن بقيادة السعودية و الإمارات,0
أنا غادي نرحل لكازا,1
عزك الله و ان شاء الله ترجع لرشدها,2
كلام تافه اسرائيل عنصرية واستعمارية,0
مرة الجاية ان شاء الله,1
لا يهمنا اشكالهن ف لله في خلقه شؤون انما الامم الاخلاق ما بقيت ان هم ذهبت اخلاقهم ذهبو,1
شكرا أختي الله يكبر بيك,2
فرحت مين راني فانز ليك,2
ثقافة حنا فالحين غ يشبعوهم عصا حدا البرلمان,0
اللهم صل على محمد وعلى آل محمد كما صليت على إبراهيم وعلى آل إبراهيم إنك حميد مجيد وبارك على محمد وعلى آل محمد كما باركت على إبراهيم وعلى آل إبراهيم إنك حميد مجيد,1
اهلا بصاحب القيلولة,2
الله يلعن بوها شهية,0
اللهم لك الحمد حمدا كثيرا طيبا مبارك فيه,2
لا تندم على الماضي تعلم منه وتجاوزه,2
يحرضون شعوبهم على كراهية الإسلام والمسلمين بعدها يعربون عن حزنهم ألا لعنة الله على الكاذبين المنافقين,0
رائع برافو,2
فعلا لكن مستواه أكبر من ان بفهمه التلاميذ يمكن فرضه في الجامعة,1
الله اكبر نسولو فيه نديرو معاه الصواب,2
الله يسلمك,2
حفظ الله أمي وأمك وأمهات جميع المسلمين,2
نفس الملاحظة,1
الدرهم المغربي يسجل ارتفاعا أمام الدولار وينخفض مقابل الأورو,1
ماتراه مني أنت من أخترت أن تراه,1
هل عندك شك,1
هذا تاريخ نقرأ منه,1
ليس كل الشعوب,1
التعليم في البيت ثم المدرسة,1
صراحة عمرني سمعتها و لكن غنسمعها باش نعرف علاش فكرتك,1
اجمل ما في المباراة,2
مرحبا بك,2
الله يخليكم لبعض,2
أختي واخا وجهي قاصح كنحشم,2
يانعمة الله علي ويا راحه قلبي وامانه,2
الله يهدينا,2
مجزرة إرهابية ياقناة الجزيرة,0
وبعضهم فضل العزلة على ضجيج المنافقين,1
مع احتراماتي سيدتي,2
نصابون برخصة حكومية,0
البنت الذهبية,2
اجي مرحبا بيك,2
تفاصيلك وأنا النساي أذكرها,2
الوجه الآخر للمعرض الدولي للكتاب,1
افتتاح معرض الكتاب,1
بعيد,1
من لي غيرك يا ذا الجلال والإكرام عليك توكلت وإليك أنيب,2
سبحان الله وبحمده سبحان الله العظيم رب العرش الكريم,2
أيتها اللحظات السعيدة,2
شكرا الله يحفظك,2
جميلة بقدر قلبك,2
ان شاء الله تلحق نفسها قبل الوصول لطريق مسدود,2
وزااايدها بساعة الصيفية في فصلالشتاء بغيت لك الغرق في الغرق,0
اخيرا نطق عاقل,2
بداية المباراة بالتوفيق للرجاء,2
ام التحطيم,0
يمر الليل و أحباب السهر عشاق,2
الله يسلمك دكتور,2
العثماني يفتتح معرض الكتاب والثقافة,1
الحكرة خايبة لكن كما تدين تدان,0
دمت طيبة,2
لا بأس فلا أحد يهتم لما تفعل مهما تفعل أفعل ما تعتقد أنه صحيح فقط يوما ما سيدركون,2
طبعا طبعا اكيد,2
عارف لي كاين,2
راحة البال,2
الأشياء التي نملكها نتصورها جميلة دائما,2
اسفل من بعضهم,0
لسان مافيه عظم غاليتي,2
الله يرحمها ويغفر لها يارب,2
الله يحفظ,2
أناقة,2
بعتو الدين بعرض الدنيا نوض تشلل,0
مبروك حكيم العريبي,2
ماهذا الجمال بحق الرب,2
البساطة تجمل الحياه,2
لا تحسب ليالي الحب كل ساعه بها حلوه,2
هذا البرنامج ليس من المعقول عرضه على القنوات للأسف,0
لا حول ولا قوة الا بالله اين المدافعين عن حقوق الانسان و الطفل لعنة الله على المنظمات الدولية التي لا تحرك ساكنا,0
هناك دائما أمل,2
أحب كل صعب لغيري ما تهيا,2
بارك الله فيك اغلى انسان,2
كن كالنمر المقنع يرونك فاشلا لكنك تملك الكثير من المؤهلات خلف قناعك الذي سيظهر يوما ما حقيقتك لهم,2
الانسان لا يعرف قيمة الحياة حتى يمر بها اما سعيد او شقي,1
اني ارى رؤوسا قد اينعت و حان قطافها,0
تلاميذ يصعدون من احتجاجاتهم ويعبثون بالممتلكات ويعرقلون السير,1
شكرا ختي وردة ربي يبارك فيك ويحفظك,2
أطيلي النظر بعيناي أبتسمي كعادتك,2
فعلا,1
تصرفك و اطباعك رائع يجدب الاخرين في العمل ماهر و متقن ابتسامتك هي سر انجداب الناس اليك,2
عدم تواجد نافاس وكورتوا سيعرض الريال لهزيمة ساحقة,0
هناك شهيد مغربي في عاصفة الحزم,2
سلام وجوه الخير واش عرفتو هاد الممثلين الزوينين,2
عندو قلب و قلبه زوين,2
أسوأ شيء لما تندم أنك وثقت في أحد,0
احساس وشعور رائع وانت امام خالق الكون تستعين به و تترجى الفرج والخير,2
الداخلية تمنع مقاولات غير مصنفة من مشاريع الجماعات الترابية,1
جزاك آلله الجنة,2
اربي واش من نيتك,1
بعض الأشياء يكفينا الله منها كي لا يمسنا ضر,1
فاسة و سواسة عجيب الله يخليكم لبعض و يداوم المحبة,2
اللهم إحفظ الأمة الإسلامية جمعاء,2
و له في الدنيا دين سيرد له,2
ان شاء الله الجزائر تنشغل بأمور بلدها وتنسى شي اسمه المغرب فالحقد والكره على بلد الجار لن ينفعهم في شئ,0
زوينة عندك كلمة ولو دخيل اهل الشام انا,2
اللهم انتقم من كل من أوصلنا إلى هذه الحالة,0
الله اعطيك الخير اخويا والله ارحم والدينا ووالديك اخويا شكرا,2
ياصديقتي كل عام وانتي بخير ويارب ايديم ايامك افراح,2
الله خير حافظا,2
صلاتي في وقتها صدقا و ليس مبالغة,1
هذا عام الإصابات للريال من بعد بنزيمة هاهو نافاس تابعو,0
مساء الخير حبابي كنبغيكم بزاف ابن جرير,2
انتهز كل فرصة لتنظر إلى نفسك فى المرآة أي مرآة كانت حتى لو فى نوافذ سيارة واقفة,1
الأم هي الوحيده التي ستبقى تحبك مهما أخطأت,2
كاين اللي لا زين لا أخلاق,0
الى الامام سر,2
الله يطولك في عمرها و يجعل قلبها يفرح بيك و تشوفك متهنية وسعيدة,2
فين غبرتي,1
هادو مبقاوش يحشمو الكلاب,0
الله يعطيكم ماكتمناو جميعا,2
هزلت لم يظلمكم هتلر يوم أحرق جلدة ابيكم عن بكرة جدكم يا ابن القردة,0
هذا عام الإصابات للريال من بعد بنزيمة هاهو نافاس تابعو,0
امين ا ختي,2
كاينة شي ماركة في البشر خاصهم طريحة العصا باش إيفهموك,0
مستحيل يخسر,1
خوفا من المقاطعة موازين يجس نبض الشارع قبل موعده اليوم,1
خسئو و خسئ نفاقهم,0
نتوما العيالات عزيزة عليكم غ الغيبة و النميمة,0
هنيئا لك,2
أشهد أن لا اله الا ألله وشهد ان احمد رسول ألله صلى الله وعليه وسلم,2
والله بغيت نذوق منها والله,1
وانت من اهل الخير,2
يجب ان يعاد تأهيلك الى تعلم قواعد اللغة العربية اولا قصف عمرك قصدي طال عمرك,0
يسلم عليك الخير والربح,2
ها علاش إخواننا المصريين يقولون الله على أخلاقك يا فخر العرب,2
بمجرد أن تخطئ ينسى الجميع أنك كنت رائعا يوما ما,0
حدثوني من القرآن عن آية واحدة لامست قلوبكم,1
صلوات ربي و سلامه عليه,1
عن الزبير بن العوام رضي الله عنه ان رسول الله قال لأن يأخذ أحدكم حبله فيأتي بحزمة الحطب على ظهره فيبيعها فيكف الله بها وجهه خير له من أن يسأل الناس أعطوه أو منعوه صحيح البخاري,1
وانت اعز صديقة فهاد الفضاء صريحة وواضحة,2
لكن الرحمة بيد الله عز وجل وحتى الصائم العابد لن يدخل الجنة بعمله بل برحمة الله التي وسعت كل شي والله رب قلوب ويحاسب على النوايا ولا تعرف ماهي نية البشر ولذلك فإن الحساب لرب الحساب وهو برحمته يجازي الناس,2
الروسية صعيبة,0
ربي يحفظك ويبارك فيك,2
الله يجمعكم بخير وعن قريب يا رب,2
كلمة حق في حقنا قهرت لهذه الدرجة,0
العثماني ليس لديه الجرأة لقول لا,0
عندما يتشابه الجميع بالحب أتميز أنا بعشقك,2
إنكسار النفس لا يجبره ألف إعتذار,0
مزيان هواية و صافي,2
شكل ترتيبهم مختلف,1
سعيد العين من صادف تباسيمك,2
رونو كيخلصوا للعاملين درهم وبغاو يتحكمو في شعب بأكملو,0
اسخف لجنة تحكيم شفتها بحياتي,0
اللهم امين و جميع امهات المسلمين,1
احب الوقت اللي يجيب لي صوتك,2
بنشماش يقدم استقالته من قيادة البام والحزب,1
الله يبارك فيك آخي,2
ختي امينة انا غير تنمزح مع الأخ مراد اسفة و اعتدر اذا زعجك تعليقي الله يسعدكم,2
قل هو الله أحد الله الصمد لم يلد ولم يولد ولم يكن له كفوا احد,1
الله يرحم الحسن الثاني و كافة الملوك المغاربة المسلمين و بارك لنا في ملك محمد السادس,2
لكي الحق أن تعتزي بأعمالك ولنا الحق أن نفرح معكي سهيلة توب حالة فانزك اليوم,2
ايران تتكلم عن الجرائم وهي بلد الجرائم كلها,0
واخا أسيدي,2
يشرفني طبعا لكن اني مغربية بس لنا صلة رحم معهم,2
من العبث أن تأخذ رأيه في كتاب دون أدنى مجهود لشرحه له,0
اللهم امين يارب العالمين,2
جزاك الله خير على التصحيح وصلتني على الواتس اب من صديق,2
شكرا للتوضيح اخي عادل لكن يبقى قانون غريب,2
آمين يا أخي,2
صراحة عمرني سمعتها و لكن غنسمعها باش نعرف علاش فكرتك,1
يا قلبي داىم تكرمني بحسن ظنك الله يسعدك في دارين,2
واش غايدوزوا الكتابي و الشفوي,1
رحم الله هذا الشعب الذي أصبح راضيا محتسبا لا يتمنى سوى كسرة خبز وبيتا آمنا لا يجاوره فيه قاطع طريق ولا حامل سيف,0
الله ينور دربك يا رب و عام سعيد عليك كذلك اخي الكريم,2
اللهم اجعل لنا من بعد موتنا أهل وأصحاب وأقرباء وأحبة لا يهجرون وصلنا بالدعاء,2
شكرا بالزاف لما نجي نزوركم ان شاء الله,2
الله يسعدكم ويوفقكم لما يحبه ويرضاه,2
استغفر الله العضيم,1
الله يسلمك ياولدي,2
حتى ذلك الحين ستكون الامور قد سويت سنقاطع موازين و سينبهر العالم و سيخرج عاهل البلاد ليقيل الحكومة و يكون حكومة تكنوقراطية همها الاول ان لا يبقى فقيرا على ظهر البلادو ان تكون مصلحة الشعب فوق كل اعتبار و سيلغى تعاقد البرلمانيين و يعوض الفقراء,2
في حسنها تشهد لها حتى السماء و من ضحكها مال الثقيل المتزن,2
عيونها أحلى وطن,2
نعمة الصحة والسلامة,2
قبلة المسلمين تصبح شيئا فشيئا قبلة الصليبيبن,0
تصبح على خير,2
مباراة أكثر من رائعة,2
تقبل الله منا ومنكم عيدكم مبارك سعيد,2
الرحيل المفاجئ,1
لا حياة لمن تنادي,0
فيها يكمن الجمال يخليلي الجمال انا,2
صباح معطر بما تشتهي القلوب,2
قلبك كبير و صدرك رحب اذا أحببت تحب بصدق ناجح في حياتك لا تتراجع باصعب المواقف,2
لا أخي أنت مخطئ هذا الڤيديو ببلدي المغرب ليست حبوب وإنما تسمم غذائي,0
لا شيء يؤلم أكثر من سقوط قناع ظنناه يوما وجها حقيقيا,0
والو بالصحة,2
الله يهدي مخلق,2
أن لا يستحقني الا من تمسك بي,1
الليلة نتيجة محزنة لأنصار,0
صباح الخير,2
لكن بيناتنا كانت كتعطي المفعول ديالها,1
جيبو يغني لينا في العرس,1
امين ربي يخليك,2
الف مبروك أخي تستحق,2
هناك فرق كبير بين أن تمتلك فكرا وأن يمتلكك فكر,1
كل شيء اصبح مملآ والحياة تنقاد نحو الهلاك,0
ليس على الكل للاسف هناك من تقاعده لايكفي حتى لثمن زيارة طبية واحدة,0
سنظل نفتخر ب بلدنا و نظهر كل ماهو ايجابي فيه و اسفة لمن لم يعجبه الامر,2
صباح الخير,2
تا حد مابقا يحشم هنا,0
واذا أردت الشيء يدوم لا تتحدث عنه,1
عن ألف قلب اكتفيت ب قلبك,2
لنحافظ على سلامة أنوف الجميع,1
إيه أحبك وزادت اشواقي علييك,2
كلمة اجنبية في محلها و لا تستفز اي فئة دون اخرى و انا ابن المنطقة و اعرفها جيدا فهذه اسماء اجنبية علينا شارع بيت حانون,1
مقتنع بهاد الفكرة,2
آمين يارب العالمين,1
حملة لتنظيف شاطئ الصويرة,1
اي هذه الحطة الاولى قبل دجاج محمر,1
لا شمس اشرقت و لا قمر منير,0
فعلا برنامج ساقط واللي يتابعه أسقط منه,0
رب اجعل هذا البلد آمنا,2
صدقوني اجواء اكثر من رائعة بملعب ادرار,2
الانقلاب معه الرصاص والنار والغاز والتعذيب والضرب والسجن,0
ممنوع التكلم مع السائق,1
ليلة سعيدة على الجميع تصبحون على الف الخير,2
هاد المسألة ديال فصل الدين عن الحياة عجبتني احييك عليها كما اني اراها هي اللي مطبقة ف مجتمعنا بحال الى الناس غير مقيدين بدينهم في حياتهم لو كانو كذلك كنا رأينا النتيجة,2
هناك قلوب في قمة الجرح تداوي و في قمة الضعف تقوي و في قمة الحاجة تعطي ما اسعدنا بهذه القلوب,2
على سبيل الفرجة لا تكن الرفيق الذي يتخلى عنه وسط الطريق,1
النحس الرجاء و نهضة بركان و حسنية أكادير في مجموعة واحدة,0
اللهم امين,2
التعريف الدقيق للسياسة عند الساسة المغاربة,1
قهرتنا غير ببلاغات,0
على هاد لحساب غنبقى بايرة للابد,0
و اسعدكي ايضا غاليتي الله لا يحرمنا شيئا الا لكي يعوضنا بافضل منه حبيبتي,2
أكبر النعم أن تعرف تماما ما تريد و أين الطريق,2
غير الدنيا الله يحفظك,2
صدق الله العظيم,2
جودة غير مقبولة بتاتا,0
طريق السلامة,2
شهيتيني في النقيش و الحنة أختي,2
آكيف جيتكوم آخر ما غنات آم كلثوم,1
عندهم واحدة الجمجمة ديال الإنسان القديم,1
امتلك من هاد الدنيا لي بغيت دابا يجي النهار وترجع للتراب كيف جيت,1
قد همت في خل يذيب القلب مبسمه,2
نعاونك نقدرو نحققو اي انجاز الا انك تغيري لهاد المخلوقة رايها مستحيييييييييل,0
يوم أقبلت عم السكوت وأجتمع في ضيها كل النظر,2
الله يخليها سلعة من شي بعضين,0
لا إله إلا أنت سبحانك إني كنت من الظالمين,1
صدور العدد الأول من المجلة المغربية,1
الحمد لله على شهادة الحق,2
هادي خلاصة ما داز عليا,1
واحد المسألة بغيت رأيك فيها ناقشتها مع ناس بزاف و كل يعطي رأيه قال تعالى لن يغير الله ما بقوم حتى يغيرو ما بأنفسهم هاد تغيير انفسنا كيف غ يكون ف نظرك,1
متافق معاك,2
علاش مقروناش بحال هاد لخير,0
هادشي كامل خذيه من منظورو الايجابي كل بني ادم خطاء و الواحد هو اللي يتعلم من اخطاءه ومنها نيت تعرفي الناس كيف تفكر و كيف تناقشو كيف تنصح و تستافد منهم,2
مجبرة اختك لا بطلة,0
تستحق نطبقوها حتى ف البيت,2
عليك دائما أن تتخطى أن تتخطى ما ليس لك به حيلة,1
يسعد صباحك بارككي الله و يسر امركي و اسعد قلبكي,2
هادي هي حقيقة التيتيزات للاسف,0
الحكومة لا تلتزم بالقانون للأسف,0
شعب مثقف,2
تربايتك نوني كل كلماتك من بيض النوايا من يلوم الارض لا حبت ظلالك,2
ملامحك في خاطري ما تغيب,2
والسعودية اللي هي دولة إسلامية صوتات على أمريكا,1
لكم الله يا أهل فلسطين,2
للاسف خويا حتى انا تعرضت لهادا الموقف من جروب كاين هنا في تويتر وقالو انفصالي وخائن وماشي مغربي وكل نهار كنشوف نفس الجروب كيتجمعو على حساب معين وكيهاجموه بنفس الطريقة وهوما نفسهم كيلحسو الكابة لشي ناس اخريين وكيقولو هادا على ود الوطن,0
انتي الاروع و انتي الاجمل و انتي الابهى فرتوتة,2
صباح العز و النصر خويا انس,2
اللهم امين,1
بالعكس اخي طلب صغير لو تتكرم عليا انا رجعت بالتعليقات ما بين عندي شئ رجاءا اذا ممكن تظهرها لي اكون لك شاكرة,2
مقدار زكاة الفطر مقدار الواجب في زكاة الفطر هو أن يخرج عن الفرد صاعا من تمر أو من زبيب أو صاعا من قمح أو من شعير أو من أرز ونحو ذلك مما يعتبر قوتا يتقوت به وبحسب غالب قوت البلد أي أنه يخرج من القوت المتوفر في البلد وينبغي مراعاة حال المستفيد أي الذي تدفع إليه الزكاة,1
إعتداء على مشجعين ل من طرف مجموعة من مشجعي,0
كل سنة وانتي طيبة و بألف خير و بركة,2
بالصحة و الراحة ذوقك لابأس به,2
الله يسامحك,2
و السلام الناس تحب تتفرج و تتعجب و تتشفى,2
سواء اخطأ في تسييره او لا لكن ان تقمع من يطالبون بحقوقهم بهذه الطريقة كأنك ترسل رسالة بالا يتكرر المشهد على العكس هذا تأجيج لحراك و غضب قادم,0
اممم الله اكتر من أمتالك,2
شكون يقدر يستغنى على محبتكم للي ماليهاش ثمن كبودتي الغالية,2
حسبي الله ونعم الوكيل همهم غير الفلوس وومسوقينش لبنادم,0
أي متعة في وقت العمل,1
كم سعره أخوي عبد الله لو سمحت,2
رائع,2
الصدمة كانت قوية,0
اللهم أمطرني عفوا و رحمة,2
لهلا يخطيك ا ختي الله يكبر بيك,2
اسيدي راك فنان بمعنى الكلمة عمل يستحق التنويه و التشجيع,2
هادا الحساب الجديد للاخ اسماعيل بعدما توقف حسابو القديم الدعم الدعم يامغاربة,2
تصبح على خير,2
حاول أن تسافر,1
معا عاد المقاطعة عيش نهار تسمع خبار حنا دبا اللي تنطبق علينا مقولة القافلة تسير و تتمة راك عارفها,0
إن الله وملائكته يصلون على النبي يا أيها الذين آمنوا صلوا عليه وسلموا تسليما,1
و مساءك ود و تقدير,2
اتفق,2
ان شاء الله,2
احسنت,2
مع الاسف غباء الاخوان يتكرر في كل حين,0
من حسن الى احسن,2
دمت برعاية الله وحفضه في آمان الله,2
هاد لفقيه خطار والله,0
سير الله يمسخك قول امين,0
مرحبا بكم في روسيا الإتحادية حيث بوتين يصفي أي معارض,0
بين عام مغادر وعام جديد يغير الله الأحوال من حال إلى حال فيا رب فرج هم اهلنا بالشام واجعل لهم نهاية لكل ألم وظلم,2
لوحات تشكيلة وتحف فنية,1
علينا و عليكم بكل المتمنيات السعيدة,2
نت مول الخير خويا تاكلها بلهنا و العافية,2
ونعم بالله,2
مسخرة,0
هذا هو الإرهاب الحقيقي الذي يتهمونه به زورا ويتلقفه بعض العرب والمسلمين الأغبياء,0
ااااه مزيان عبرتي عليه,2
ألا يحق لأهل المغرب التواجد بينكم,1
الحب من أجمل المشاعر الإنسانيةوهو سبب في سعادة القلوب وفرحها وإدخال البهجة إلى النفوس,2
ما الحب إلا للحبيب الدي وفا,2
لا سمحلي اعزيز ممتافقاش معاك الاشهار اصلا هو العرس والاشهار كيديروه مالين العرس ماشي الضيوف اما باش واحد من المعزومين ينشر صور العروسين من غير اذنهم هدا راه سميتو انتهاك للحرمة,0
تهادوا بالحب غيبا بالدعاء,2
مساء االحب في الله يحل مساءمع اجتماع اهل واحباب,2
الله نعم الوكيل,2
ثمن الدخول بوحدو و ثمن الاكل بوحدو اللي بغا يتقهوا بلا ما يدخل للداخل كيخلص ثمن القهوة فقط,1
ان شاء الله يا ربي هي داخلة للتجارة و التسيير,2
آمين,1
عاشت قطر عاش المغرب,2
يسلملي قلبك خويا لعزيز الله ينورك,2
مساء الورد اختي الجميلة,2
الله على الكلام الراقي كل الشكر لك ايها الرجل الراقي على المعاني الجميلة ربي يبارك لك و يبارك فيك ويحفظك,2
آمين و اياك اختي و يوفقك فيما تسعين لتحقيقه,2
خبر حزين وفاة الممثل المغربي عزيز موهوب بعد صراع طويل مع المرض,0
فين تتقترح عليا نمشي ناكل الحوت,1
لحظات من التأمل في هذا المنظر حققت لي الهدوء والتوازن و دفعت في نفسي قوة هائلة لمواصلة الطريق,2
امونة عروستنا تستاهلي السعادة و الهنا حبوبة,2
شكرا لتقبلك النصيحة و شكرا ايضا لنصيحتك و ان شاء الله خير,2
مساء الورد وياسمين يا اخي قاسم,2
احساس فظيع لما تشوف جثة الشبان المصريين المعدومين و الكارثة هي لو كانوا مظلومين,0
عرفتي أنا كتوقع ليا مع اللحية أنا تشوفني بلا لحية و باللحية تقول ماشي نفس الشخص,1
اللهم امين ولك ولجميع المغاربة والمسلمين شكرا بزاف,2
انه عذاب ومعاناة,0
كن بخير فهناك قلب يحب إبتسامتك كثيرا,2
لان عقلك عاهر لا يبصر إلا ما يفكر فيه,0
صور تذكرني بأيام سوداء بالظلم و المعاناة,0
تصبحون على الخير,2
اللهم ارزقني حبك وحب من يحبك وحب ما يقربني الى حبك يا الله,2
حشومة عليكم ا,0
هذا لانك خلوق و ابن اصول و تتقي الله في خلقه حياك و حيا من رباك,2
ليت الشوق الدي وجعنا جمعنا,2
المتيوي موسيقى الآلة تراث لا مادي للإنسانية يفتح باب العالمية,1
كيف سيكون مستقبل التعليم,1
للاسف المطالبة بحق بسيط باش تزيد البلاد لقدام كتولي خائن انفصالي بلا بلا بلا,0
ياروحي انا انتي الفخر كلو و سبب السعادة والفرح ربي مايحرمني منك,2
اوا مبروك,2
اللهم استودعتك أدعية فاض بها قلبي فاستجب لي اللهم بشرني بما يفرحني وأنت خير المبشرين,2
و نعم بالله العلي القدير,2
لك نفس الشى و اكثر بارك الله,2
يوما ما سأقول لم يكن الأمر سهلا ولكني فعلتها,2
على أي اساس جابو الداودي للأولى هل بصفته وزير تهمه قضية الشعب و محاولة ايجاد حلول ام بصفته محامي للشركة المزعومة كل اجوبته كانت دفاعا عن الشركة خوفا عليها من مغادرة البلاد يا سيدي تمشي و يجو عشرة حسن منها لم يقترح و لا حل منصف في حق هاد المداويخ,0
أظن هذه الصور في اليمن و ليست سوريا,1
اااه وهو كذلك مشكورة علي المعلومة,2
لاتنسو قراءة سورة الكهف,1
وجا بشع و تريد إيهام نفسها أنها جميلة,0
هدف رائع من باولو ديبالا دقيقة,2
الحمد لله,2
و رؤيتهم سعداء و مبتسمين يحولون قساوة الحياة و مرارتها فرح و ابتهاج,2
نسأل الله لها الشفاء يارب,2
مفعول حملة المقاطعة يصيب شركة سيدي علي بتراجع كبير,1
من لم يصنع السعادة لنفسه لن يمنحها له الاخرون,1
زوين,2
شرح معقول و منطقي راك فرحان,2
على فكرة الاناث اللي يتعصبو على الكورة قلال نحييك,2
لا تنحني لأحد لا تعتذر عما فعلت إلا لأمك سواء كانت على قيد الحياة أو غادر جسدها وبقيت روحها ترفرف عليك,2
عاملني كصفوف المصلين لا تترك فراغا بيننا,2
أو لسبب آخر يهمه هو شخصيا و ليس له علاقة بفرعون أو قيصر أو روما,1
حثاله على حثاله والحثاله انظف منهم,0
رجوع الله ا ختي استغفري مولانا كلنا كانشوفو فراسنا غير العيوب و كانشوفو ف الاخرين غير الزوين خاصك غير تعرفي بلي كل واحد زوين بطريقتو لي مختلفة على الاخرين و كاتميزو,2
إن الله لا ينظر إلى أجسامكم ولا إلى صوركم ولكن ينظر إلى قلوبكم,1
ماخاب من قال ربي أنت الميسر وأنت المسهل سهل أمري وحقق مطلبي سخر لي ماهو خير لي صباحكم التوفيق يارب,2
شكرا لكم على رسائلكم في يوم ميلادي فرحة لاتوصف عندي أصدقاء مثلكم يحبونني وأحبهم وعائلتي كنموت عليكم,2
حتى انا كنعمل هادي و سولت عليها لقيت الاغلبية كيقول باللي غ ولفت القهوة اما ما عندها حتى دور بتسكين الالم,1
تفألوا فالهموم مثل الغيوم ما تراكمت إلا لتمطر,2
رئيس مقعد مريض لا يستطيع التحرك و الكلام لم يقدم خطاب للشعب منذ ما يقرب الخمس سنوات و الشعب يخشاه و يرتعش منه,0
اه حتى ف التغريدة ديالي قلت مع احترامي للاقلية و انا ما عممت شفتك بحال الى كتدافعي عليهم انا غيرتي على المغربيات حيت فيهم امي و اختي,2
